id_audio;palabra;origen;sexo
silla/silla_mariad_m_esp.mp3;silla;España;Hombre
silla/silla_nymes_h_esp.mp3;silla;España;Hombre
silla/silla_roonblis_m_mex.mp3;silla;España;Hombre
silla/silla_seilaregia_h_mex.mp3;silla;España;Hombre
silla/silla_trajano_h_esp.mp3;silla;No nativo;Hombre
silla/silla_victornalab_h_ven.mp3;silla;España;Hombre
silla/silla_xristian_h_col.mp3;silla;España;Hombre
silla/silla_yelkoastur_h_esp.mp3;silla;España;Hombre
tambor/tambor_dafanafel_m_col.mp3;tambor;España;Hombre
tambor/tambor_diegolacra_h_esp.mp3;tambor;España;Hombre
tambor/tambor_fjglez_h_esp.mp3;tambor;España;Hombre
tambor/tambor_joseig_h_esp.mp3;tambor;España;Hombre
tambor/tambor_sentinel2009_h_peru.mp3;tambor;España;Hombre
taza/taza_adroguense_h_arg.mp3;taza;España;Hombre
taza/taza_alter_h_ven.mp3;taza;España;Hombre
taza/taza_amazulro_h_col.mp3;taza;España;Hombre
taza/taza_churru_h_esp.mp3;taza;España;Hombre
taza/taza_distridexter_h_arg.mp3;taza;España;Hombre
taza/taza_Eeemmmlll_m_arg.mp3;taza;España;Hombre
taza/taza_rorradealarido_m_mex.mp3;taza;España;Hombre
taza/taza_symphon_h_mex.mp3;taza;España;Hombre
tres/tres_alexanderarg_h_arg.mp3;tres;España;Hombre
tres/tres_alter_h_ven.mp3;tres;España;Hombre
tres/tres_cc4miloo_h_col.mp3;tres;España;Hombre
tres/tres_fjglez_h_esp.mp3;tres;España;Hombre
tres/tres_gmaranca_h_arg.mp3;tres;España;Hombre
tres/tres_guijaran2_h_esp.mp3;tres;España;Hombre
tres/tres_ignasibcn_h_esp.mp3;tres;España;Hombre
tres/tres_joseeduardo1775_h_chile.mp3;tres;España;Hombre
tres/tres_linlinao_h_chile.mp3;tres;España;Hombre
tres/tres_locutoraargentina_h_arg.mp3;tres;España;Hombre
tres/tres_orphneus_h_arg.mp3;tres;España;Hombre
tres/tres_steve04_h_col.mp3;tres;España;Hombre
tres/tres_volk_h_arg.mp3;tres;España;Hombre
tres/tres_yelkoastur_h_esp.mp3;tres;España;Hombre
